project_name,full_address,median_price_per_sqm,mean_price_per_sqm,housing_type,latitude,longitude
STILL MANSIONS,4G STILL ROAD STILL MANSIONS SINGAPORE 423951,12036.614982252942,12350.366056885206,private,103.90857838536435,1.3088478080186288
LANDED HOUSING DEVELOPMENT in KISMIS PLACE,14A KISMIS PLACE SINGAPORE 598175,13017.75147928994,13880.113389348606,private,103.76535717043508,1.3357466186333367
THE EDEN AT TAMPINES,37 TAMPINES STREET 34 THE EDEN AT TAMPINES SINGAPORE 529240,9090.90909090909,9719.039617571709,private,103.95916157407201,1.355960277632354
THE TROPICA,65 TAMPINES AVENUE 1 THE TROPICA SINGAPORE 529778,10295.652173913044,10710.617053276548,private,103.92726581503992,1.3487304971669214
URBAN VISTA,22 TANAH MERAH KECHIL LINK URBAN VISTA SINGAPORE 465427,15797.562268150503,15635.776573616036,private,103.9444987913742,1.3275760895994406
HERITAGE RESIDENCES,101 LORONG L TELOK KURAU HERITAGE RESIDENCES SINGAPORE 425537,15192.732865519562,15192.732865519562,private,103.91295550303302,1.3125576100101122
LANDED HOUSING DEVELOPMENT in GREENBANK PARK,5 GREENBANK PARK GREENBANK PARK SINGAPORE 589366,12594.131394443,13639.684511068688,private,103.7880951129004,1.346849043867688
TANAH MERAH MANSION,137 TANAH MERAH KECHIL ROAD SOUTH TANAH MERAH MANSIONS SINGAPORE 466671,12540.709617180206,12298.260758674447,private,103.94711466169848,1.3218802896811799
THE ESPARIS,9B PASIR RIS DRIVE 4 THE ESPARIS SINGAPORE 519464,8529.411764705883,9320.206398784976,private,103.9601036574319,1.3693557899501172
LANDED HOUSING DEVELOPMENT in EAST COAST ROAD,EAST COAST ROAD 11KM,16148.095407618372,18146.38048404584,private,103.92285061084745,1.3115659159285042
RESIDENTIAL APARTMENTS,69 WAN THO AVENUE HCSA DAYSPRING RESIDENTIAL TREATMENT CENTRE SINGAPORE 347601,10738.255033557047,10738.255033557047,private,103.8776917009541,1.3547206648544778
A TREASURE TROVE,56 PUNGGOL WALK A TREASURE TROVE SINGAPORE 828833,13055.555555555555,13367.691848038103,private,103.90028350113974,1.4057553714731503
LANDED HOUSING DEVELOPMENT in HOW SUN ROAD,14 HOW SUN ROAD SINGAPORE 538492,21363.853123509776,22864.802105368217,private,103.88124114717304,1.3451144649927234
LANDED HOUSING DEVELOPMENT in TENG TONG ROAD,TENG TONG ROAD,22560.553633217995,22560.553633217995,private,103.90477007206499,1.3106690140382795
GLASGOW RESIDENCE,23 GLASGOW ROAD GLASGOW RESIDENCE SINGAPORE 549338,14743.589743589742,14349.530677655677,private,103.87861280781898,1.3618992142071216
RYMDEN 77,77 LORONG H TELOK KURAU RYMDEN 77 SINGAPORE 426094,18851.66355140187,18388.28558158509,private,103.91142792062753,1.316710127989572
BALLOTA PARK CONDOMINIUM,164 MARIAM WAY BALLOTA PARK CONDOMINIUM SINGAPORE 507086,9490.314465408805,9560.116494149353,private,103.96826325407515,1.3584100466514735
KATONG APARTMENTS,28B MANGIS ROAD KATONG APARTMENTS SINGAPORE 424965,12894.593253968254,12838.304260571913,private,103.9038073632029,1.3130168823875128
UBER 388,388 UPPER EAST COAST ROAD UBER 388 SINGAPORE 466477,16396.699819168174,16201.476753523722,private,103.9390907154923,1.313655691163044
THE LUSH,32A DUKU ROAD THE LUSH SINGAPORE 429266,18309.370988446724,17053.277435930744,private,103.90511767646817,1.308945445489088
RESIDENCES @ JANSEN,29 JANSEN ROAD RESIDENCES @ JANSEN SINGAPORE 548432,11783.625730994152,11744.358191447152,private,103.87637052206723,1.3599913736843992
LANDED HOUSING DEVELOPMENT in JALAN KUAK,JALAN KUAK,25851.581508515814,25851.581508515814,private,103.84076340934266,1.3550617768261937
D'PAVILION,801 UPPER SERANGOON ROAD D'PAVILION SINGAPORE 534671,14437.60927971342,13918.670213292597,private,103.8804411190431,1.356600340262612
LANDED HOUSING DEVELOPMENT in UPPER SERANGOON ROAD,UPPER SERANGOON ROAD 12KM,10088.296348973243,10088.296348973243,private,103.89746520161384,1.3714067795162632
THE HACIENDA,6 HACIENDA GROVE THE HACIENDA SINGAPORE 457912,16668.71921182266,16349.431016558718,private,103.92704934620134,1.314536366922109
HIGHLAND CENTRE,22 YIO CHU KANG ROAD HIGHLAND CENTRE SINGAPORE 545535,10292.682926829268,10292.682926829268,private,103.87725453525537,1.3553911942095602
LANDED HOUSING DEVELOPMENT in JALAN BERJAYA,JALAN BERJAYA,23388.448197057434,23452.99949562079,private,103.84498069600026,1.3533403530064514
LANDED HOUSING DEVELOPMENT in HOW SUN AVENUE,21 HOW SUN AVENUE SINGAPORE 538674,18352.771125313535,19520.48407896042,private,103.88050175409664,1.3448155412751026
THE TROPIC GARDENS,332 UPPER EAST COAST ROAD THE TROPIC GARDENS SINGAPORE 466456,15344.827586206897,14971.83754789272,private,103.9380984377651,1.3138495703612054
TOH ESTATE,19A TOH AVENUE TOH ESTATE SINGAPORE 508058,11185.448541353053,11227.05767026406,private,103.97384245979546,1.3645194504170526
LANDED HOUSING DEVELOPMENT in UPPER CHANGI ROAD NORTH,1069 UPPER CHANGI ROAD NORTH CHANGI BAPTIST CHURCH SINGAPORE 507692,13363.770977295164,13363.770977295164,private,103.97503408356256,1.3657684924609095
LANDED HOUSING DEVELOPMENT in BINJAI HILL,6 BINJAI HILL BINJAI PARK SINGAPORE 589922,11312.89074129205,11312.89074129205,private,103.7866728367805,1.3419541120734213
NAUNG RESIDENCE,1 JALAN NAUNG NAUNG RESIDENCE SINGAPORE 537670,15814.889336016096,15421.535107390502,private,103.89263580234014,1.3679701983237844
LANDED HOUSING DEVELOPMENT in MEYER ROAD,83 MEYER ROAD MEYER BLUE SINGAPORE 437910,21369.028242209577,20398.406796527554,private,103.89146974176658,1.2975059800495459
PASIR RIS 8,PASIR RIS DRIVE 8,17617.47343565525,17694.9243310645,private,103.94916237801486,1.3746712655711175
LANDED HOUSING DEVELOPMENT in SUNSET HEIGHTS,45 SUNSET HEIGHTS SINGAPORE 597426,11447.478783364666,11447.478783364666,private,103.76974599204706,1.329021298630908
EAST COAST PARK,6A FOURTH STREET EAST COAST PARK SINGAPORE 458268,20634.34769731971,20854.677056981032,private,103.92376694010264,1.3135159262231964
LANDED HOUSING DEVELOPMENT in HILLSIDE DRIVE,31 HILLSIDE DRIVE SINGAPORE 548948,14825.44237207078,14177.517709030035,private,103.87617380830694,1.358882750431842
PALM HAVEN,18 PALM GROVE AVENUE PALM HAVEN SINGAPORE 547312,11683.168316831683,11906.986704381943,private,103.87771185491088,1.3605632966736898
ASTON GREEN,60 PAYA LEBAR CRESCENT ASTON GREEN SINGAPORE 536136,7041.343669250646,7066.46511627907,private,103.88330018033605,1.348636182047392
HAIG TEN,1 HAIGSVILLE DRIVE HAIG TEN SINGAPORE 438719,18394.160583941604,18389.29440389294,private,103.89776994588489,1.310096715223151
CASA ESPANIA,17 GAMBIR WALK CASA ESPANIA SINGAPORE 538977,12903.225806451614,12903.225806451614,private,103.87510077855468,1.344858549812913
FULCRUM,33 FORT ROAD FULCRUM SINGAPORE 439092,22727.272727272728,22425.303272305122,private,103.88485340345065,1.2986883136222924
EAST VIEW,10 BROOKE ROAD EAST VIEW SINGAPORE 429986,16114.299378287902,17223.816355810617,private,103.90360416189678,1.303812336236901
LANDED HOUSING DEVELOPMENT in SUNSET CRESCENT,SUNSET CRESCENT,14889.766370516618,14889.766370516618,private,103.76801943318,1.3289309267614733
HAIG ELEVEN,11 HAIG AVENUE HAIG ELEVEN SINGAPORE 438866,15394.736842105263,15558.429687690976,private,103.89952410597671,1.3084701487084298
CAMELODGE,108 UPPER EAST COAST ROAD CAMELODGE SINGAPORE 455297,12366.716042067841,13215.245984450547,private,103.9293051983462,1.3131693420382753
KNOX VIEW,21 LORONG M TELOK KURAU KNOX VIEW SINGAPORE 425307,14068.843777581642,14162.766667384238,private,103.90969237261758,1.3107402910316344
LANDED HOUSING DEVELOPMENT in FLOWER ROAD,24A FLOWER ROAD SINGAPORE 549420,25000.0,25982.990171855075,private,103.879090771017,1.3613975304148482
BRADDELL VIEW,10Q BRADDELL HILL BRADDELL VIEW SINGAPORE 579734,10666.666666666666,10389.733133588968,private,103.8422732268799,1.3410814474459585
VIBES@UPPER SERANGOON,488 UPPER SERANGOON ROAD VIBES@UPPER SERANGOON SINGAPORE 534519,14634.146341463415,14634.95961973516,private,103.87123873961814,1.3448182585178214
3@PHILLIPS,3 PHILLIPS AVENUE 3@PHILLIPS SINGAPORE 546920,12190.47619047619,12718.307747365146,private,103.87453112329682,1.3633753933353472
TEMBELING RESIDENCE,246 TEMBELING ROAD TEMBELING RESIDENCE SINGAPORE 423725,17388.059701492537,17246.756466853167,private,103.90480228381733,1.3073395777762753
LANDED HOUSING DEVELOPMENT in LIM AH PIN ROAD,20 LIM AH PIN ROAD LIM AH PIN CHURCH OF CHRIST SINGAPORE 547839,24771.52477152477,23851.44226877356,private,103.88560840017271,1.3647475031804737
CANNAVILLE,38B DUKU ROAD CANNAVILLE SINGAPORE 429196,13005.952380952382,12986.89000393546,private,103.9053312863485,1.3090583732308092
UNI BUILDING,224 TELOK KURAU ROAD UNI BUILDING SINGAPORE 423836,14131.736526946108,14131.736526946108,private,103.91078953704498,1.3114804745394038
LANDED HOUSING DEVELOPMENT in JALAN KELEMPONG,4 JALAN KELEMPONG BUKIT LOYANG ESTATE SINGAPORE 509522,8961.501132319638,8961.501132319638,private,103.96795537535264,1.3624926498422298
ISLAND PARK,22 JALAN TAMBUR ISLAND PARK SINGAPORE 576788,13453.844862480526,14949.387841745387,private,103.82956606161277,1.3643008215942372
HILLSGROVE,5B HILLSIDE DRIVE HILLSGROVE SINGAPORE 544764,6338.862559241707,7011.12396745678,private,103.8790776581903,1.3557531147078588
ST PATRICK'S COURT,21A SAINT PATRICK'S ROAD SAINT PATRICK'S COURT SINGAPORE 424143,13120.164388457071,13120.164388457071,private,103.91221732226187,1.3081600869291163
LIMAU PARK,32 JALAN LIMAU BALI LIMAU PARK SINGAPORE 468503,11656.654877037856,12284.69238622899,private,103.94833633001987,1.3225945442859892
GUAN SOON VILLAS,42 GUAN SOON AVENUE GUAN SOON VILLAS SINGAPORE 489620,13185.920782964364,13185.920782964364,private,103.95393160831051,1.337932381020795
LANDED HOUSING DEVELOPMENT in SUNSET SQUARE,35 SUNSET SQUARE SINGAPORE 597331,15205.271160669032,15156.860270647527,private,103.76743145288714,1.3282553635366097
MEYER BLUE,83 MEYER ROAD MEYER BLUE SINGAPORE 437910,34893.93939393939,34992.991341937086,private,103.89164615525357,1.2962567351572145
JI CHANG VILLA,19 JALAN TUA KONG JI CHANG VILLA SINGAPORE 457212,14911.41034727144,14911.41034727144,private,103.9255594058366,1.3136147261675941
LANDED HOUSING DEVELOPMENT in SECOND STREET,7 SECOND STREET SINGAPORE 456326,17296.60474055093,17296.60474055093,private,103.92322773208606,1.314313736310761
COSTA DEL SOL,82 BAYSHORE ROAD COSTA DEL SOL SINGAPORE 469993,16043.600632036341,16177.748291598731,private,103.94027285891836,1.3119948568752398
LANDED HOUSING DEVELOPMENT in JALAN BATALONG EAST,154 JALAN BATALONG EAST BUKIT LOYANG ESTATE SINGAPORE 509645,11443.399286409342,11443.399286409342,private,103.9683154288926,1.3621508037433074
THE LINE @ TANJONG RHU,6 TANJONG RHU ROAD THE LINE @ TANJONG RHU SINGAPORE 436883,24098.060606060608,24270.463105557094,private,103.88440802105823,1.2984373006288634
EASTPOINT GREEN,5 SIMEI STREET 3 EASTPOINT GREEN SINGAPORE 529892,9843.205555555556,10028.772221227986,private,103.9503434114723,1.3385356800302728
CHELSEA LODGE,300 TANJONG KATONG ROAD CHELSEA LODGE SINGAPORE 437083,13991.228070175439,14339.648284587307,private,103.89593805814587,1.3053144948072701
GABRIEL VILLAS,26A SERANGOON AVENUE 1 GABRIEL VILLAS SINGAPORE 556142,9348.706762231226,9348.706762231226,private,103.87685193688472,1.3472760829594532
TOH TUCK LODGE,26F TOH TUCK ROAD TOH TUCK LODGE SINGAPORE 596221,11456.842105263157,11456.842105263157,private,103.76993054354777,1.3407631528035242
PALM GROVE CONDOMINIUM,23 PALM GROVE AVENUE PALM GROVE CONDOMINIUM SINGAPORE 547325,13913.669064748201,13846.26805658854,private,103.8782621862735,1.35954268279941
INFINIUM,23B RICHARDS AVENUE INFINIUM SINGAPORE 546487,7187.4774090941955,7198.910311159521,private,103.88128355141467,1.362151001295217
LA SALLE VILLAS,8B LA SALLE STREET LA SALLE VILLAS SINGAPORE 456962,19921.647772434404,20215.343932220036,private,103.91883982123612,1.3174545566750622
DUNMAN PLACE,515 DUNMAN ROAD DUNMAN PLACE SINGAPORE 439204,16029.850746268658,16734.75653093418,private,103.89576134068842,1.3099959992425267
CASCADALE,734 UPPER CHANGI ROAD EAST CASCADALE SINGAPORE 486862,10743.801652892562,10694.108722284825,private,103.96384456990968,1.3453742275330882
RESIDENTIAL APARTMENTS,69 WAN THO AVENUE HCSA DAYSPRING RESIDENTIAL TREATMENT CENTRE SINGAPORE 347601,9918.032786885246,9918.032786885246,private,103.87532723973713,1.354159497289851
ONAN COURT,291A ONAN ROAD ONAN COURT SINGAPORE 424774,10000.0,10000.0,private,103.90233620005206,1.309186414091006
SPRINGVALE,907 EAST COAST ROAD SPRINGVALE SINGAPORE 459107,14219.349740347709,14401.476380421966,private,103.9247216777781,1.3129149667968112
ST PATRICK'S GREEN,49 SAINT PATRICK'S ROAD SAINT PATRICK'S GREEN SINGAPORE 424167,17734.420500873617,17564.26907396622,private,103.91388047845925,1.3085236022240794
KI RESIDENCES AT BROOKVALE,22 BROOKVALE DRIVE KI RESIDENCES AT BROOKVALE SINGAPORE 599983,19695.652173913044,20043.115362637807,private,103.77013712751193,1.329273637813376
SANCTUARY @ 813,813 UPPER SERANGOON ROAD SANCTUARY @ 813 SINGAPORE 534085,14195.488721804511,13868.436928469822,private,103.88089974836966,1.3572058757809928
BEAUTY GARDEN,16A JALAN MERDU BEAUTY GARDEN SINGAPORE 548660,15020.33006457785,16033.860764245777,private,103.9003593417112,1.3921823082529619
D'ZIRE,12 ROBEY CRESCENT D'ZIRE SINGAPORE 546290,13888.888888888889,13784.324858412136,private,103.88216625547666,1.3683236402089551
FERNWOOD TERRACES,19 FERNWOOD TERRACE FERNWOOD TERRACES SINGAPORE 458558,23102.3102310231,21972.8685541076,private,103.92489187561851,1.3102818607871176
LANDED HOUSING DEVELOPMENT in PARRY AVENUE,PARRY AVENUE,12526.68495305939,13408.351630855404,private,103.87883452799485,1.364148222153939
RESIDENTIAL APARTMENTS,69 WAN THO AVENUE HCSA DAYSPRING RESIDENTIAL TREATMENT CENTRE SINGAPORE 347601,12318.840579710144,12318.840579710144,private,103.92897268031113,1.3143112615103345
PEAKVILLE PARK,15 PEAKVILLE GROVE PEAKVILLE PARK SINGAPORE 487746,17375.0,18044.945443787117,private,103.94465867331692,1.3335149660684287
FLAME TREE PARK,1 SIN MING AVENUE FLAME TREE PARK SINGAPORE 575728,16647.058823529413,16893.942297853624,private,103.82897435585609,1.3609906048215512
BAYSHORE PARK,66 BAYSHORE ROAD BAYSHORE PARK SINGAPORE 469985,11882.842982178636,12250.998159120083,private,103.93797790760594,1.3107719329792031
LANDED HOUSING DEVELOPMENT in RINGWOOD ROAD,8 RINGWOOD ROAD SINGAPORE 437403,24682.779456193355,24682.779456193355,private,103.88914855616873,1.301173000888893
RAFFLESIA CONDOMINIUM,33 BISHAN STREET 21 RAFFLESIA CONDOMINIUM SINGAPORE 579801,13719.00826446281,13696.07119733064,private,103.8430217606298,1.347704452110314
PEOPLE'S GARDEN,12 LORONG 4 REALTY PARK PEOPLE'S GARDEN SINGAPORE 536911,17802.38500851789,15335.486792464717,private,103.88949982466508,1.368168483949013
SUNSHINE RESIDENCE,61 LORONG K TELOK KURAU SUNSHINE RESIDENCE SINGAPORE 425671,14789.89898989899,14394.841456920109,private,103.9098685984822,1.3130120589631664
EAST ELEGANCE,190 JOO CHIAT TERRACE EAST ELEGANCE SINGAPORE 427336,15853.658536585366,15283.97212543554,private,103.90558088783735,1.314928274620726
TROPICAL SPRING,23 SIMEI STREET 4 TROPICAL SPRING SINGAPORE 529880,10362.599206349207,10577.964775562821,private,103.95567693663811,1.3414531558603517
VENEZIO,488 UPPER EAST COAST ROAD VENEZIO SINGAPORE 466520,11813.953488372092,12347.554075896229,private,103.94259038233578,1.3148123135827392
SERAYA 9,9 SERAYA LANE SERAYA 9 SINGAPORE 437276,16437.307560725283,16048.089270149563,private,103.89966594760595,1.307186302284401
BEDOK GROVE,18 BEDOK PLACE BEDOK GROVE SINGAPORE 486091,22233.737066342055,22202.664689998714,private,103.95327617403098,1.325104022304452
LOYANG VILLAS,11 LOYANG RISE LOYANG VILLAS SINGAPORE 507590,11153.262518968133,11698.72261931673,private,103.96512394434836,1.3621713177699781
PROSPERO VILLE,127 LORONG K TELOK KURAU PROSPERO VILLE SINGAPORE 425766,10830.0,11917.116795012835,private,103.91444563189833,1.3139838650739846
TAI YUAN GARDEN,29 TAI YUAN HEIGHTS TAI YUAN GARDEN SINGAPORE 555200,15240.799361898116,15382.65351176639,private,103.86880985522102,1.3590790810488702
RESIDENTIAL APARTMENTS,69 WAN THO AVENUE HCSA DAYSPRING RESIDENTIAL TREATMENT CENTRE SINGAPORE 347601,13183.098591549297,13183.098591549297,private,103.88092300299616,1.360818839584341
ROMAN TERRACE,141 LORONG L TELOK KURAU ROMAN TERRACE SINGAPORE 425572,13237.518910741303,13237.518910741303,private,103.9153868995096,1.312757637596789
PIN MANSIONS,18 LIM AH PIN ROAD PIN MANSIONS SINGAPORE 547837,13116.566716641679,13116.566716641679,private,103.88594341667803,1.3645444159765014
MELINIA COURT,56 LORONG M TELOK KURAU MELINIA COURT SINGAPORE 425354,12795.827633378933,12795.827633378933,private,103.91290436724113,1.3107989250391883
PINE COURT,32 LORONG L TELOK KURAU PINE COURT SINGAPORE 425442,15147.058823529413,15147.058823529413,private,103.90950750661257,1.3110497797976535
HOOVER PARK,24 LORONG PISANG EMAS HOOVER PARK SINGAPORE 597841,18878.926073341194,20001.96662422191,private,103.77239397188109,1.3420710652997354
FAIRMOUNT CONDOMINIUM,30 EASTWOOD ROAD FAIRMOUNT CONDOMINIUM SINGAPORE 486365,9401.26325848065,10040.733834002256,private,103.95588211994176,1.3209884192320396
THE MINTON,6A HOUGANG STREET 11 THE MINTON SINGAPORE 538756,13053.997194950913,13345.189279851103,private,103.88181731927492,1.3514444034172692
LA FIESTA,56 SENGKANG SQUARE LA FIESTA SINGAPORE 544833,14400.0,14811.512391877954,private,103.8953149617317,1.3888338896867671
CRYSTAL RHU,8A TANJONG RHU ROAD CRYSTAL RHU SINGAPORE 436889,16464.646464646463,17562.065232959045,private,103.88383479383751,1.2988437628164287
LANDED HOUSING DEVELOPMENT in DIX ROAD,30 DIX ROAD SINGAPORE 549714,15679.865341755954,15506.627513305037,private,103.87658789383732,1.361153729196363
LANDED HOUSING DEVELOPMENT in RECREATION ROAD,25 RECREATION ROAD ECON MEDICARE CENTRE (RECREATION ROAD) SINGAPORE 546522,18148.1839993186,18510.12478964185,private,103.87428224553408,1.353467451137506
LANDED HOUSING DEVELOPMENT in LUCKY HEIGHTS,6D LUCKY HEIGHTS LUCKY VILLAS SINGAPORE 467555,16216.216216216217,16733.417786257112,private,103.93983495069712,1.3157906034013243
THE COURTYARD,6 LIM AH PIN ROAD THE COURTYARD SINGAPORE 547822,12280.701754385966,13350.80880166518,private,103.88662735788802,1.3635738030836124
THE SOUND,549 EAST COAST ROAD THE SOUND SINGAPORE 429074,18888.88888888889,19035.870958922485,private,103.91488201512036,1.3098372842626653
DE CENTURION,6A TANJONG RHU ROAD DE CENTURIAN SINGAPORE 436884,18144.329896907217,18170.292204283647,private,103.88435027955178,1.298810060300204
CHARLTON RESIDENCES,7A CHARLTON ROAD CHARLTON RESIDENCES SINGAPORE 539558,6146.881287726358,6025.008130636976,private,103.88113138843607,1.3560854635750772
HIGHGATE,68 TOH TUCK ROAD HIGHGATE SINGAPORE 596733,14964.028776978417,14812.731169593659,private,103.76639360439341,1.3414133254451415
JC VILLE,201 JOO CHIAT PLACE JC VILLE SINGAPORE 427915,12195.121951219513,12511.143092797389,private,103.90508525273754,1.314338813332242
LANDED HOUSING DEVELOPMENT in JALAN SAHABAT,6 JALAN SAHABAT SINGAPORE 548620,16209.150326797384,16516.017481208917,private,103.88020978374703,1.357681914878743
SUITES @ GUILLEMARD,70 LIM AH WOO ROAD SUITES @ GUILLEMARD SINGAPORE 438133,16041.666666666668,16339.907943901577,private,103.89176018886995,1.3125196986396617
RESIDENTIAL APARTMENTS,69 WAN THO AVENUE HCSA DAYSPRING RESIDENTIAL TREATMENT CENTRE SINGAPORE 347601,10958.90410958904,10958.90410958904,private,103.92546261752392,1.3129947771414254
CANARY VILLE,138 LORONG J TELOK KURAU CANARY VILLE SINGAPORE 423484,17671.89218921892,17671.89218921892,private,103.91444494749439,1.3146306639974688
ODEON SEASIDE PARK,3 JALAN KERIS SEASIDE PARK SINGAPORE 457537,24892.44007375538,24892.44007375538,private,103.90330636165415,1.3021815413203734
